case_id,dsc_NCR/NET,dsc_Edema,dsc_Enhancing Tumor,mean_dsc
,0.9585919380187988,0.8183404803276062,0.9376593232154846,0.9048639138539633
,0.9382936358451843,0.8621363043785095,0.9245511293411255,0.9083270231882731
,0.9455553293228149,0.8741393089294434,0.9146877527236938,0.911460796991984
,0.8911222815513611,0.9386155605316162,0.906018078327179,0.9119186401367188
,0.9392220377922058,0.8887868523597717,0.9133102893829346,0.9137730598449707
,0.9437270760536194,0.9265275597572327,0.8711948394775391,0.913816491762797
,0.9651852250099182,0.8816456198692322,0.8996707201004028,0.9155005216598511
,0.9260141253471375,0.9226365089416504,0.8991366624832153,0.9159290989240011
,0.9633594751358032,0.8879529237747192,0.901968777179718,0.9177603920300802
,0.9479051828384399,0.8444841504096985,0.9611631035804749,0.9178508122762045
,0.871799647808075,0.9290959239006042,0.9531316757202148,0.918009082476298
,0.8797814249992371,0.9143462181091309,0.9630488157272339,0.9190588196118673
,0.928528904914856,0.859184741973877,0.9698585271835327,0.9191907246907552
,0.9055520296096802,0.9120627641677856,0.9430183172225952,0.9202110370000204
,0.8476821184158325,0.9586880803108215,0.9554807543754578,0.9206169843673706
,0.9082098007202148,0.9029863476753235,0.9563848376274109,0.922526995340983
,0.832916259765625,0.9692360758781433,0.9733092784881592,0.9251538713773092
,0.8882129192352295,0.9556804895401001,0.9389234185218811,0.9276056090990702
,0.9110711216926575,0.9204865097999573,0.953602135181427,0.9283865888913473
,0.9377835392951965,0.9314005970954895,0.9172423481941223,0.9288088281949362
,0.9707369804382324,0.8661433458328247,0.952549397945404,0.9298099080721537
,0.9250344038009644,0.9297656416893005,0.9369060397148132,0.9305686950683594
,0.8943794965744019,0.9630496501922607,0.9366316795349121,0.9313536087671915
,0.9533872008323669,0.8784955739974976,0.9688810706138611,0.9335879484812418
,0.9594742655754089,0.8840020895004272,0.9634146094322205,0.9356303215026855
,0.8912118673324585,0.9732242226600647,0.9491099119186401,0.9378486673037211
,0.9575532078742981,0.936828076839447,0.9255957007408142,0.9399923284848531
,0.8859673142433167,0.9702427983283997,0.9659406542778015,0.9407169222831726
